code;project_name;project_short_name;feature_name;feature_shotr_name;type;unit;unit_code;datasource_name;base_vallue;plan_2018;fact_2018;period_2018;plan_2019;fact_2019;period_2019;plan_2020;fact_2020;period_2020;plan_2021;fact_2021;period_2021;plan_2022;fact_2022;period_2022;plan_2023;fact_2023;period_2023;plan_2024;fact_2024;period_2024
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Вовлечение средних и крупных предприятий базовых несырьевых отраслей экономики в реализацию национального проекта (количество предприятий нарастающим итогом), в том числе;Количество средних и крупных предприятий базовых несырьевых отраслей экономики, вовлеченных в реализацию НП;Основной показатель;Единица;642;;100.0;0.0;;;958.0;;;2034.0;;;3728.0;;;5840.0;;;8090.0;;;10000.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Рост производительности труда на средних и крупных предприятиях базовых несырьевых отраслей экономики, % к предшествующему году;Рост производительности труда на средних и крупных предприятиях базовых несырьевых отраслей экономики;Основной показатель;Процент;744;;0.0;101.4;;;101.4;;;102.0;;;103.1;;;103.6;;;104.1;;;105.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Количество измененных нормативных правовых актов (доля от перечня), % нарастающим итогом;Количестсво измененных НПА и иных актов;Основной показатель;Процент;744;;0.0;5.0;;;30.0;;;60.0;;;100.0;;;100.0;;;100.0;;;100.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Удовлетворенность пользователей отработкой заявок по снижению административно-правовых барьеров, %;Удовлетворенность пользователей отработкой заявок по снижению административно-правовых барьеров;Дополнительный показатель;Процент;744;;0.0;0.0;;;0.0;;;40.0;;;50.0;;;60.0;;;60.0;;;70.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Доля участников программы обучения управленческим навыкам для повышения производительности труда, удовлетворенных программой обучения, %;Доля участников программы обучения управленческим навыкам для повышения производительности труда, удовлетворенных программой обучения;Дополнительный показатель;Процент;744;;0.0;0.0;;;60.0;;;70.0;;;80.0;;;90.0;;;90.0;;;90.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Разработан перечень нормативных правовых актов, подлежащих изменению в целях повышения производительности труда;Разработан перечень нормативных правовых актов, подлежащих изменению в целях повышения производительности труда;Дополнительный показатель;Единиц в год;6421;;0.0;1.0;;;1.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;
L1;Системные меры по повышению производительности труда;Системные меры по повышению производительности труда;Осведомленность предприятий целевой группы о возможностях повышения производительности труда, %;Осведомленность предприятий целевой группы о возможностях повышения производительности труда, %;Дополнительный показатель;Процент;744;;0.0;0.0;;;40.0;;;50.0;;;60.0;;;70.0;;;80.0;;;80.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество привлеченных к участию в реализации национального проекта субъектов Российской Федерации,  ед. нарастающим итогом;Количество привлеченных к участию в реализации НП субъектов РФ;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество сотрудников предприятий, обученных инструментам повышения производительности труда, человек нарастающим итогом;Количество сотрудников предприятий, обученных инструментам повышения производительности труда;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Доля предприятий от общего числа предприятий, вовлеченных в национальный проект, на которых прирост производительности труда соответствует целевым показателям , процент;Доля предприятий от общего числа предприятий, вовлеченных в НП;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество зарегистрированных пользователей ИТ-платформы управленческих и технологических компетенций, тыс. человек нарастающим итогом;Количество зарегистрированных пользователей ИТ-платформы управленческих и технологических компетенций;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество средних и крупных предприятий базовых несырьевых отраслей экономики, вовлеченных в реализацию национального проекта,  не менее ед. нарастающим итогом;Количество средних и крупных предприятий базовых несырьевых отраслей экономики, вовлеченных в реализацию НП;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество предприятий - участников, внедряющих мероприятия национального проекта под федеральным управлением (с ФЦК), ед. нарастающим итогом;Количество предприятий - участников, внедряющих мероприятия НП под федеральным управлением;Дополнительный показатель;Условная единица;876;;75.0;75.0;;;425.0;;;775.0;;;1125.0;;;1475.0;;;1825.0;;;2175.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество предприятий - участников, внедряющих мероприятия национального проекта под региональным управлением (с региональными центрами компетенций - РЦК), ед. нарастающим итогом;Количество предприятий - участников, внедряющих мероприятия НП под региональным управлением;Дополнительный показатель;Условная единица;876;;5.0;5.0;;;213.0;;;589.0;;;1133.0;;;1845.0;;;2725.0;;;3745.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Доля предприятий от общего числа предприятий, вовлеченных в национальный проект, на которых прирост производительности труда соответствует целевым показателям , процент;Доля предприятий от общего числа предприятий, вовлеченных в НП;Дополнительный показатель;Процент;744;;0.0;0.0;;;60.0;;;80.0;;;90.0;;;95.0;;;95.0;;;95.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество зарегистрированных пользователей ИТ-платформы управленческих и технологических компетенций, тыс. человек нарастающим итогом;Количество зарегистрированных пользователей ИТ-платформы управленческих и технологических компетенций;Дополнительный показатель;Тысяча человек;793;;0.5;0.5;;;7.97;;;17.41;;;30.92;;;47.47;;;65.72;;;82.82;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество обученных сотрудников предприятий - участников в рамках реализации мероприятий по повышению производительности труда самостоятельно, человек нарастающим итогом;Количество обученных сотрудников предприятий - участников в рамках реализации мероприятий по повышению производительности труда самостоятельно;Дополнительный показатель;Человек;792;;0.0;0.0;;;3000.0;;;6450.0;;;9900.0;;;13350.0;;;16800.0;;;20300.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество обученных сотрудников предприятий -участников в рамках реализации мероприятий повышения производительности труда под федеральным управлением (с ФЦК), человек нарастающим итогом;Количество обученных сотрудников предприятий -участников в рамках реализации мероприятий повышения производительности труда под федеральным управлением;Дополнительный показатель;Человек;792;;600.0;800.0;;;4300.0;;;7800.0;;;11300.0;;;14800.0;;;18300.0;;;21800.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество предприятий - участников, внедряющих мероприятия национального проекта самостоятельно, ед. нарастающим итогом;Количество предприятий - участников, внедряющих мероприятия НП самостоятельно;Дополнительный показатель;Условная единица;876;;20.0;20.0;;;320.0;;;670.0;;;1470.0;;;2520.0;;;3540.0;;;4080.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество привлеченных к участию в реализации национального проекта субъектов Российской Федерации,  ед. нарастающим итогом;Количество привлеченных к участию в реализации НП субъектов РФ;Дополнительный показатель;Условная единица;876;;16.0;16.0;;;29.0;;;43.0;;;57.0;;;71.0;;;85.0;;;85.0;;
L2;Адресная поддержка повышения производительности труда на предприятиях;Адресная поддержка повышения производительности труда на предприятиях;Количество обученных сотрудников предприятий - участников в рамках реализации мероприятий повышения производительности труда под региональным управлением (с РЦК), человек нарастающим итогом;Количество обученных сотрудников предприятий - участников в рамках реализации мероприятий повышения производительности труда под региональным управлением;Дополнительный показатель;Человек;792;;0.0;0.0;;;2080.0;;;5840.0;;;11280.0;;;18400.0;;;27200.0;;;37400.0;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Доля работодателей - получателей услуг по подбору работников центров занятости населения, в которых реализованы проекты по модернизации, удовлетворенных полученными услугами - 90% в 2024 году;Доля работодателей - получателей услуг по подбору работников центров занятости населения, в которых реализованы пилотные проекты, удовлетворенных полученными услугами;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Количество центров занятости населения, в которых реализуются или реализованы проекты по модернизации;Количество государственных учреждений службы занятости населения, в которых внедрены единые требования;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Доля соискателей - получателей услуг по подбору вакансий центров занятости населения, в которых реализованы проекты по модернизации, удовлетворенных полученными услугами - 90% в 2024 году;Доля соискателей - получателей услуг по подбору вакансий центров занятости населения, в которых реализованы пилотные проекты, удовлетворенных полученными услугами;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Численность работников предприятий, прошедших переобучение, повысивших квалификацию в целях повышения производительности труда по всем субъектам Российской Федерации - 100,4 тыс.человек к концу 2024 года;Численность работников предприятий, прошедших переобучение, повысивших квалификацию в целях повышения производительности труда;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Количество субъектов Российской Федерации - участников федерального проекта - 85 к концу 2024 года;Количество субъектов РФ - участников ФП;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Количество субъектов Российской Федерации - участников федерального проекта - 85 к концу 2024 года;Количество субъектов РФ - участников ФП;Основной показатель;Единица;642;;6.0;6.0;;;31.0;;;50.0;;;62.0;;;74.0;;;85.0;;;85.0;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Численность работников предприятий, прошедших переобучение, повысивших квалификацию в целях повышения производительности труда по всем субъектам Российской Федерации - 100,4 тыс.человек к концу 2024 года;Численность работников предприятий, прошедших переобучение, повысивших квалификацию в целях повышения производительности труда;Основной показатель;Человек;792;;0.0;3500.0;;;18443.0;52329.0;;34043.0;;;50643.0;;;67243.0;;;83843.0;;;100443.0;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Доля соискателей - получателей услуг по подбору вакансий центров занятости населения, в которых реализованы проекты по модернизации, удовлетворенных полученными услугами - 90% в 2024 году;Доля соискателей - получателей услуг по подбору вакансий центров занятости населения, удовлетворенных полученными услугами;Дополнительный показатель;Процент;744;;60.0;0.0;;;60.0;61.5;;65.0;;;75.0;;;80.0;;;85.0;;;90.0;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Доля работодателей - получателей услуг по подбору работников центров занятости населения, в которых реализованы проекты по модернизации, удовлетворенных полученными услугами - 90% в 2024 году;Доля работодателей - получателей услуг по подбору работников центров занятости населения, в которых реализованы пилотные проекты, удовлетворенных полученными услугами;Дополнительный показатель;Процент;744;;60.0;0.0;;;60.0;60.7;;65.0;;;75.0;;;80.0;;;85.0;;;90.0;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;Поддержка занятости;Количество центров занятости населения в субъектах Российской Федерации, в которых реализуются или реализованы проекты по модернизации - не менее 85 к концу 2024 года;Количество центров занятости населения в субъектах РФ, в которых реализуются или реализованы пилотные проекты;Дополнительный показатель;Единица;642;;0.0;0.0;;;16.0;20.0;;41.0;;;61.0;;;73.0;;;85.0;;;85.0;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Количество медицинских организаций, участвующих в создании и тиражировании «Новой модели медицинской организации, оказывающей первичную медико-санитарную помощь»;Количество медицинских организаций, участвующих в создании и тиражировании «Новой модели медицинской организации, оказывающей первичную медико-санитарную помощь»;Основной показатель;Единица;642;;307.0;1074.0;;;3074.0;3346.0;;5123.0;;;5594.0;;;6005.0;;;6407.0;;;6864.0;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Число граждан, прошедших профилактические осмотры;Число граждан, прошедших профосмотры;Основной показатель;Миллион человек;794;;58.4;0.0;;;61.39;69.3;;63.83;;;66.2;;;78.6;;;87.68;;;102.74;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Доля обоснованных жалоб (от общего количества поступивших жалоб), урегулированных в досудебном порядке страховыми медицинскими организациями;Доля обоснованных жалоб, урегулированных в досудебном порядке;Дополнительный показатель;Процент;744;;53.6;0.0;;;56.6;59.1;;60.6;;;65.1;;;69.1;;;73.1;;;77.1;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Доля медицинских организаций, оказывающих в рамках обязательного медицинского страхования   первичную медико-санитарную помощь, на базе которых функционируют каналы связи граждан со страховыми представителями страховых медицинских организаций (пост страхового представителя, телефон, терминал для связи со страховым представителем);Доля медицинских организаций, оказывающих в рамках ОМС первичную медико-санитарную помощь;Дополнительный показатель;Процент;744;;3.3;0.0;;;30.7;66.0;;47.8;;;55.0;;;60.9;;;67.2;;;72.9;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Доля лиц, госпитализированных по экстренным показаниям в течение первых суток от общего числа больных, к которым совершены вылеты;Доля лиц, госпитализированных по экстренным показаниям в течение первых суток;Дополнительный показатель;Процент;744;;83.5;83.5;;;90.0;91.8;;90.0;;;90.0;;;90.0;;;90.0;;;90.0;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Доля впервые в жизни установленных неинфекционных заболеваний, выявленных при проведении диспансеризации и профилактическом медицинском осмотре;Доля впервые в жизни установленных неинфекционных заболеваний;Дополнительный показатель;Процент;744;;16.7;0.0;;;17.4;19.0;;18.1;;;18.9;;;19.6;;;20.3;;;21.1;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Доля записей к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации;Доля записей к врачу, совершенных гражданами без очного обращения в регистратуру;Дополнительный показатель;Процент;744;;17.0;17.0;;;25.0;30.46;;33.0;;;40.0;;;48.0;;;56.0;;;63.0;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Количество посещений при выездах мобильных медицинских бригад;Количество посещений при выездах мобильных медицинских бригад;Дополнительный показатель;Тысяча посещений;0901;;3123.2;0.0;;;3687.9;4910.3;;4792.9;;;5897.9;;;6561.9;;;6561.9;;;6561.9;;
N1;Развитие системы оказания первичной медико-санитарной помощи;Первичная медико-санитарная помощь;Число лиц (пациентов), дополнительно эвакуированных с использованием санитарной авиации (ежегодно, человек) не менее;Число лиц, дополнительно эвакуированных с использованием санитарной авиации;Дополнительный показатель;Человек;792;;5293.0;5293.0;;;9800.0;11147.0;;10600.0;;;11700.0;;;13000.0;;;14200.0;;;15500.0;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;снижение смертности от болезней системы кровообращения до 450 случаев на 100 тыс. населения к 2024 году;Снижение смертности от болезней системы кровообращения;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Смертность от острого нарушения мозгового кровообращения, на 100 тыс. населения;Смертность от острого нарушения мозгового кровообращения;Основной показатель;Человек;792;;92.9;0.0;;;86.2;86.2;;83.0;;;79.8;;;76.7;;;73.5;;;71.1;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Смертности от инфаркта миокарда, на 100 тыс. населения;Смертности от инфаркта миокарда;Основной показатель;Человек;792;;40.0;0.0;;;37.1;36.8;;35.7;;;34.4;;;33.0;;;31.6;;;30.6;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Доля профильных госпитализаций пациентов с острыми нарушениями мозгового кровообращения, доставленных автомобилями скорой медицинской помощи, %;Доля профильных госпитализаций пациентов с острыми нарушениями мозгового кровообращения;Дополнительный показатель;Процент;744;;72.0;0.0;;;76.0;86.1;;79.0;;;83.0;;;87.0;;;91.0;;;95.0;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Больничная летальность от острого нарушения мозгового кровообращения, %;Больничная летальность от острого нарушения мозгового кровообращения;Дополнительный показатель;Процент;744;;19.1;0.0;;;17.6;18.6;;16.9;;;16.2;;;15.5;;;14.7;;;14.0;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Больничная летальность от инфаркта миокарда, %;Больничная летальность от инфаркта миокарда;Дополнительный показатель;Процент;744;;13.2;0.0;;;11.7;12.4;;11.0;;;10.2;;;9.5;;;8.7;;;8.0;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Количество рентген-эндоваскулярных вмешательств в лечебных целях, тыс. ед.;Количество рентген-эндоваскулярных вмешательств в лечебных целях;Дополнительный показатель;Тысяча единиц;643;;199.7;0.0;;;238.1;253.0;;257.5;;;276.9;;;296.3;;;315.6;;;332.3;;
N2;Борьба с сердечно-сосудистыми заболеваниями;Борьба с сердечно-сосудистыми заболеваниями;Отношение числа рентген-эндоваскулярных вмешательств в лечебных целях, к общему числу выбывших больных, перенесших острый коронарный синдром, %;Отношение числа рентген-эндоваскулярных вмешательств в лечебных целях;Дополнительный показатель;Процент;744;;36.0;0.0;;;43.0;51.9;;46.5;;;50.0;;;53.5;;;57.0;;;60.0;;
N3;Борьба с онкологическими заболеваниями;Борьба с онкологическими заболеваниями;снижение смертности от новообразований, в том числе от злокачественных до 185 случаев;Снижение смертности от новообразований, в том числе от злокачественных;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
N3;Борьба с онкологическими заболеваниями;Борьба с онкологическими заболеваниями;Доля злокачественных новообразований, выявленных на ранних стадиях;Доля злокачественных новообразований, выявленных на ранних стадиях;Основной показатель;Процент;744;;55.6;0.0;56.4;;57.9;57.4;;59.0;;;60.1;;;61.2;;;62.3;;;63.0;;
N3;Борьба с онкологическими заболеваниями;Борьба с онкологическими заболеваниями;Удельный вес больных со злокачественными новообразованиями, состоящих на учете 5 лет и более, %;Удельный вес больных со злокачественными новообразованиями;Основной показатель;Процент;744;;53.9;0.0;54.4;;55.0;55.3;;55.6;;;56.1;;;56.7;;;57.2;;;60.0;;
N3;Борьба с онкологическими заболеваниями;Борьба с онкологическими заболеваниями;Одногодичная летальность больных со злокачественными новообразованиями (умерли в течение первого года с момента установления диагноза из числа больных, впервые взятых на учет в предыдущем году), %;Одногодичная летальность больных со злокачественными новообразованиями;Основной показатель;Процент;744;;22.5;0.0;22.2;;21.0;21.8;;20.2;;;19.5;;;18.8;;;18.1;;;17.3;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Снижение младенческой смертности  (до 4,5 случая на 1 тыс. родившихся детей) к 2024 году;Снижение младенческой смертности;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Снижение младенческой смертности  (до 4,5 случая на 1 тыс. родившихся детей);Снижение младенческой смертности;Основной показатель;Промилле (0,1 процента);746;;5.6;0.0;;;5.4;4.9;;5.2;;;5.0;;;4.8;;;4.6;;;4.5;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Доля преждевременных родов (22-37 недель) в перинатальных центрах (%);Доля преждевременных родов в перинатальных центрах;Основной показатель;Процент;744;;53.0;0.0;;;55.0;72.0;;56.0;;;57.0;;;58.0;;;59.0;;;60.0;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Смертность детей в возрасте 0-17 лет на 100 000 детей соответствующего возраста;Смертность детей в возрасте 0-17 лет;Дополнительный показатель;Число случаев на 100 тысяч детей соответсвующего возраста;007;;59.8;0.0;54.1;;59.0;43.2;;58.5;;;58.0;;;57.5;;;57.0;;;55.0;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Доля взятых под диспансерное наблюдение детей в возрасте 0 - 17 лет с впервые в жизни установленными диагнозами болезней костно-мышечной системы и соединительной ткани;Доля взятых под диспансерное наблюдение детей в возрасте 0 - 17 лет с впервые становленными диагнозами болезней костно-мышечной системы и соединительной ткани;Дополнительный показатель;Процент;744;;24.8;0.0;;;40.0;50.7;;50.0;;;60.0;;;70.0;;;80.0;;;90.0;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Смертность детей в возрасте 0-4 года на 1000 родившихся живыми;Смертность детей в возрасте 0-4 года;Дополнительный показатель;Промилле (0,1 процента);746;;6.9;0.0;6.3;;6.7;6.2;;6.6;;;6.5;;;6.3;;;6.1;;;5.9;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Доля посещений детьми медицинских организаций с профилактическими целями;Доля посещений детьми медицинских организаций с профилактическими целями;Дополнительный показатель;Процент;744;;47.9;0.0;;;48.5;51.7;;49.0;;;49.5;;;50.0;;;50.5;;;51.0;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;Доля взятых под диспансерное наблюдение детей в возрасте 0-17 лет с впервые в жизни установленными диагнозами болезней органов пищеварения;Доля взятых под диспансерное наблюдение детей в возрасте 0-17 лет с впервые в жизни установленными диагнозами болезней органов пищеварения;Дополнительный показатель;Процент;744;;22.4;0.0;;;40.0;46.8;;50.0;;;60.0;;;70.0;;;80.0;;;90.0;;
